Search keyword,Search location,Serial,Company,Category,Profile URL,Address,Phone,Email,Website,Rating,Reviews,Year from Business,Email (Website),Phone (Website),Facebook (Web),Twitter (Web),Instagram (Web)
Dumpster,"Sun City,AZ",11,WM,Rubbish & Garbage Removal & Containers,https://www.yellowpages.com/nationwide/mip/wm-571590058?lid=1002145676573,,(855) 200-3961,,,,,,,,,,
Dumpster,"Sun City,AZ",12,Local Dumpster Rental,"Trash Containers & Dumpsters, Garbage Collection, Rubbish & Garbage Removal & Containers",https://www.yellowpages.com/nationwide/mip/local-dumpster-rental-495334342?lid=1002062644145,,(844) 786-5587,info@ldrsiteservices.com,http://www.ldrsiteservices.com/dumpsters,3.5,13,2009,,,,,
Dumpster,"Sun City,AZ",13,Local Dumpster Rentals,Dumpster Rental,https://www.yellowpages.com/nationwide/mip/local-dumpster-rentals-505381713?lid=1002116249438,"6100 Lake Forrest Dr, Atlanta, GA 30328",(844) 605-6554,info@ldrsiteservices.com,https://ldrsiteservices.com/services/dumpster-rental,,,2009,,,,,
Dumpster,"Sun City,AZ",14,24/7 Emergency Dumpsters,"Trash Containers & Dumpsters, Contractors Equipment & Supplies, Garbage & Rubbish Removal Contractors Equipment",https://www.yellowpages.com/nationwide/mip/24-7-emergency-dumpsters-21081939?lid=1001616737040,,(888) 292-1064,katie@wastecostsolutions.com,http://www.dumpstersrus.org,4,25,2003,,,,,
Dumpster,"Sun City,AZ",15,Waste Cost Solutions,"Trash Containers & Dumpsters, Garbage & Rubbish Removal Contractors Equipment, Contractors Equipment & Supplies",https://www.yellowpages.com/nationwide/mip/waste-cost-solutions-467171819?lid=1000082998732,"16711 Parkside Ave, Cerritos, CA 90703",(561) 417-0415,katie@wastecostsolutions.com,http://www.wastecostsolutions.com,,,2003,,,,,
Dumpster,"Sun City,AZ",16,Countrywide Disposal,"Dumpster Rental, Portable Toilets",https://www.yellowpages.com/nationwide/mip/countrywide-disposal-573302977?lid=1002155711427,,(844) 815-8773,team@countrywidedisposal.com,https://countrywidedisposal.com,,,,,,,,
Dumpster,"Sun City,AZ",17,United States Bin Service,"Garbage Collection, Waste Recycling & Disposal Service & Equipment, Waste Containers",https://www.yellowpages.com/nationwide/mip/united-states-bin-service-568304770?lid=1002121298435,,(855) 219-6939,info@arwoodsiteservices.com,http://unitedstatesbinservice.com,5,1,,,,,,
Dumpster,"Sun City,AZ",18,Zters Inc.,"Trash Containers & Dumpsters, Contractors Equipment & Supplies, Construction & Building Equipment",https://www.yellowpages.com/nationwide/mip/zters-inc-23198350?lid=1000439013897,,(877) 808-4694,sales@zters.com,https://www.zters.com/yp,,,2009,,,,,
Dumpster,"Sun City,AZ",19,WM - Phoenix Dumpster Rental,"Trash Containers & Dumpsters, Landfills, Waste Recycling & Disposal Service & Equipment",https://www.yellowpages.com/nationwide/mip/wm-phoenix-dumpster-rental-511990420?lid=1002150417349,"1580 E Elwood St, Phoenix, AZ 85040",(480) 535-9518,,https://www.wm.com/us/en/cpn/nyp-wm-services?cmp=AF-YP-National-ALL&utm_source=yp&utm_medium=sponsored&utm_campaign=national,,,1968,,,,,
Dumpster,"Sun City,AZ",20,WM - Phoenix North Hauling,"Trash Containers & Dumpsters, Garbage Collection, Waste Recycling & Disposal Service & Equipment",https://www.yellowpages.com/nationwide/mip/wm-phoenix-north-hauling-457132575?lid=1002153395370,"2137 W Williams Dr, Phoenix, AZ 85027",(888) 298-1485,,https://www.wm.com/us/en/cpn/nyp-wm-services?cmp=AF-YP-National-ALL&utm_source=yp&utm_medium=sponsored&utm_campaign=national,,,,,,,,
Dumpster,"Sun City,AZ",21,WM - Deer Valley Transfer Station,"Trash Containers & Dumpsters, Recycling Centers, Rubbish Removal",https://www.yellowpages.com/nationwide/mip/wm-deer-valley-transfer-station-468646977?lid=1002150440923,"22200 N 21st Ave, Phoenix, AZ 85027",(602) 844-4526,,https://www.wm.com/us/en/cpn/nyp-wm-services?cmp=AF-YP-National-ALL&utm_source=yp&utm_medium=sponsored&utm_campaign=national,,,1968,,,,,
Dumpster,"Sun City,AZ",22,WM - San Tan Hauling & Transfer Station,"Trash Containers & Dumpsters, Dumps, Waste Containers",https://www.yellowpages.com/nationwide/mip/wm-san-tan-hauling-transfer-station-499272502?lid=1002150415025,"4040 S 80th St, Mesa, AZ 85212",(800) 705-0511,steve@rightawaydisposal.com,https://www.wm.com/us/en/cpn/nyp-wm-services?cmp=AF-YP-National-ALL&utm_source=yp&utm_medium=sponsored&utm_campaign=national,,,,,,,,
Dumpster,"Sun City,AZ",23,WM - Goodyear White Tank Hauling & Transfer Station,"Trash Containers & Dumpsters, Landfills, Rubbish Removal",https://www.yellowpages.com/nationwide/mip/wm-goodyear-white-tank-hauling-transfer-station-504245703?lid=1002150415361,"18605 W Mcdowell Rd, Goodyear, AZ 85395",(602) 345-9967,,https://www.wm.com/us/en/cpn/nyp-wm-services?cmp=AF-YP-National-ALL&utm_source=yp&utm_medium=sponsored&utm_campaign=national,,,1968,,,,,
Dumpster,"Sun City,AZ",24,WM - Northwest Regional Landfill,"Trash Containers & Dumpsters, Rubbish & Garbage Removal & Containers, Rubbish Removal",https://www.yellowpages.com/nationwide/mip/wm-northwest-regional-landfill-511970480?lid=1002150417487,"19401 W Deer Valley Rd, Surprise, AZ 85387",(602) 842-5292,,https://www.wm.com/us/en/cpn/nyp-wm-services?cmp=AF-YP-National-ALL&utm_source=yp&utm_medium=sponsored&utm_campaign=national,,,1999,,,,,
Dumpster,"Sun City,AZ",25,WM - Sky Harbor Transfer Station,"Trash Containers & Dumpsters, Waste Recycling & Disposal Service & Equipment, Trash Hauling",https://www.yellowpages.com/nationwide/mip/wm-sky-harbor-transfer-station-538263324?lid=1002150416694,"2425 S 40th St, Phoenix, AZ 85034",(602) 704-1233,wmcares@wm.com,https://www.wm.com/us/en/cpn/nyp-wm-services?cmp=AF-YP-National-ALL&utm_source=yp&utm_medium=sponsored&utm_campaign=national,,,1991,,,,,
Dumpster,"Sun City,AZ",26,WM - San Tan Hauling,"Trash Containers & Dumpsters, Rubbish & Garbage Removal & Containers, Waste Recycling & Disposal Service & Equipment",https://www.yellowpages.com/nationwide/mip/wm-san-tan-hauling-573048700?lid=1002150414770,,(602) 345-9971,,https://www.wm.com/us/en/cpn/nyp-wm-services?cmp=AF-YP-National-ALL&utm_source=yp&utm_medium=sponsored&utm_campaign=national,,,1968,,,,,
Dumpster,"Sun City,AZ",27,Area 51 Dumpsters,"Trash Containers & Dumpsters, Trash Hauling, Waste Containers",https://www.yellowpages.com/el-mirage-az/mip/area-51-dumpsters-555248418,"12433 W Via Camille Dr, El Mirage, AZ 85335",(480) 955-0830,eli@area51dumpsters.com,https://www.area51dumpsters.com/el-mirage,,,,,,,,
Dumpster,"Sun City,AZ",28,E.R.O.S. Inc.,Trash Containers & Dumpsters,https://www.yellowpages.com/nationwide/mip/e-r-o-s-inc-548368399,,(623) 238-1288,office@erosincorporated.com,https://erosincaz.com,,,2016,,,,,
Dumpster,"Sun City,AZ",29,Trash Daddy Dumpster Rentals,"Trash Containers & Dumpsters, Dumpster Rental, Garbage Collection",https://www.yellowpages.com/peoria-az/mip/trash-daddy-dumpster-rentals-572088225,"16165 North 83rd Avenue Suite 200, Peoria, AZ 85382",(623) 259-6499,,https://trashdaddydumpsters.com/dumpster-rentals-arizona/peoria,,,,,,,,
Dumpster,"Sun City,AZ",30,United States Bin Service of Glendale,"Garbage Collection, Rubbish & Garbage Removal & Containers",https://www.yellowpages.com/glendale-az/mip/united-states-bin-service-of-glendale-570446991,"6711 W Frier Dr, Glendale, AZ 85303",(855) 219-6939,,http://unitedstatesbinservice.com,,,,,,,,
Dumpster,"Sun City,AZ",31,Custom First Waste Solutions,"Rubbish Removal, Industrial Equipment & Supplies",https://www.yellowpages.com/glendale-az/mip/custom-first-waste-solutions-473594137,"PO Box 10777, Glendale, AZ 85318",(623) 825-0900,,,,,,,,,,
Dumpster,"Sun City,AZ",32,Big G’s Junk Removal,Rubbish Removal,https://www.yellowpages.com/glendale-az/mip/big-gs-junk-removal-523970519,"9337 W San Miguel Ave, Glendale, AZ 85305",(623) 363-4183,biggsjunkremovalllc@hotmail.com,,,,,,,,,
Dumpster,"Sun City,AZ",33,Az Removal and Junk Recovery,"Moving Services-Labor & Materials, Rubbish Removal, Tree Service",https://www.yellowpages.com/glendale-az/mip/az-removal-and-junk-recovery-465271833,,(602) 430-4539,,,,,,,,,,
Dumpster,"Sun City,AZ",34,Steele's Dumpster Rentals LLC,"Dumpster Rental, Waste Recycling & Disposal Service & Equipment, Construction & Building Equipment",https://www.yellowpages.com/goodyear-az/mip/steeles-dumpster-rentals-llc-569386715,,(602) 460-2222,bsteele520@gmail.com,,,,,,,,,
Dumpster,"Sun City,AZ",35,TS Junk Removal & LANDSCAPE SERVICE,"Rubbish & Garbage Removal & Containers, Rubbish Removal",https://www.yellowpages.com/nationwide/mip/ts-junk-removal-landscape-service-550883420,,(602) 400-4406,trscy923@gmail.com,https://ts-hauling-junk-removal-landscape.business.site,,,,,,,,
Dumpster,"Sun City,AZ",36,Sun State Sweepers,"Rubbish & Garbage Removal & Containers, Waste Recycling & Disposal Service & Equipment",https://www.yellowpages.com/nationwide/mip/sun-state-sweepers-571594024,,(623) 888-9690,sunstatesweepers@gmail.com,http://sunstatesweepers.com,,,,,,,,
Dumpster,"Sun City,AZ",37,Gaa enterprises,Rubbish & Garbage Removal & Containers,https://www.yellowpages.com/nationwide/mip/gaa-enterprises-571618693,,(602) 377-5698,gaaenterprisesllc@icloud.com,,,,,,,,,
Dumpster,"Sun City,AZ",38,American Hauling Waste,Waste Containers,https://www.yellowpages.com/nationwide/mip/american-hauling-waste-462535460,,(623) 322-9000,americanhaulingwaste@yahoo.com,,,,,,,,,
Dumpster,"Sun City,AZ",39,Pick-Up & Transport,"Trash Hauling, Rubbish Removal",https://www.yellowpages.com/nationwide/mip/pick-up-transport-16656511,", Po Box 5062, Peoria, AZ 85385",(623) 878-9425,debrisremove@earthlink.net,,,,1992,,,,,
Dumpster,"Sun City,AZ",40,"Dumpster Intervention Patrol, LLC (DIP)",Trash Containers & Dumpsters,https://www.yellowpages.com/peoria-az/mip/dumpster-intervention-patrol-llc-dip-550116090,"9163 W Alex Ave, Peoria, AZ 85382",(623) 399-3733,dumpsterip@gmail.com,https://dumpsterip.business.site,,,2018,,,,,
Dumpster,"Sun City,AZ",41,Phoenix Dumpster Rental HQ,"Trash Containers & Dumpsters, Waste Containers, Waste Recycling & Disposal Service & Equipment",https://www.yellowpages.com/phoenix-az/mip/phoenix-dumpster-rental-hq-503380364,"2333 W Deer Valley Rd, Phoenix, AZ 85027",(602) 396-4780,,http://phoenixdumpsterrentalhq.com,,,,,,,,
Dumpster,"Sun City,AZ",42,AZ Independent Solutions,"Building Restoration & Preservation, Home Repair & Maintenance, Landscaping & Lawn Services",https://www.yellowpages.com/phoenix-az/mip/az-independent-solutions-533472499,"3510 W Seldon Ln, Phoenix, AZ 85051",(623) 282-2822,,http://www.azindependentsolution.com/about,4,2,2015,,,,,
Dumpster,"Sun City,AZ",43,Big Ls truck services,Rubbish & Garbage Removal & Containers,https://www.yellowpages.com/phoenix-az/mip/big-ls-truck-services-539010185,"3725 W Hearn Rd, Phoenix, AZ 85053",(602) 664-0163,,,,,2016,,,,,
Dumpster,"Sun City,AZ",44,United States Bin Service of Peoria,"Garbage Collection, Rubbish & Garbage Removal & Containers",https://www.yellowpages.com/peoria-az/mip/united-states-bin-service-of-peoria-570430995,"24004 N 107th Ave, Peoria, AZ 85383",(855) 219-6939,,http://unitedstatesbinservice.com,,,,,,,,
Dumpster,"Sun City,AZ",45,United States Bin Service of Surprise,"Garbage Collection, Rubbish & Garbage Removal & Containers",https://www.yellowpages.com/surprise-az/mip/united-states-bin-service-of-surprise-570430459,"15709 W Jomax Rd, Surprise, AZ 85387",(855) 219-6939,,http://unitedstatesbinservice.com,,,,,,,,
Dumpster,"Sun City,AZ",46,Recycled City,"Recycling Equipment & Services, Rubbish Removal",https://www.yellowpages.com/phoenix-az/mip/recycled-city-544690808,"PO Box 24389, Phoenix, AZ 85074",(480) 269-5149,jd@recycledcity.com,http://www.recycledcity.com,,,2013,,,,,
Dumpster,"Sun City,AZ",47,Premier Waste Services,"Trash Containers & Dumpsters, Garbage & Rubbish Removal Contractors Equipment, Contractors Equipment & Supplies",https://www.yellowpages.com/phoenix-az/mip/premier-waste-services-439533?lid=1000439507768,"2454 S 7th Ave, Phoenix, AZ 85007",(602) 528-3800,sales@premierwasteservices.com,http://www.premierwasteservices.com,4.5,23,2007,,,,,
Dumpster,"Sun City,AZ",48,Arizona Metal Management,"Trash Containers & Dumpsters, Metals, Automobile Parts & Supplies",https://www.yellowpages.com/phoenix-az/mip/arizona-metal-management-6379278?lid=1000437175559,"1839 W Linden St, Phoenix, AZ 85007",(602) 253-7100,amm1839@hotmail.com,,5,2,2007,,,,,
Dumpster,"Sun City,AZ",49,Weinberger Waste Disposal & Topsoil,"Trash Containers & Dumpsters, Garbage & Rubbish Removal Contractors Equipment, Contractors Equipment & Supplies",https://www.yellowpages.com/phoenix-az/mip/weinberger-waste-disposal-topsoil-3941999,"3425 S 43rd Ave, Phoenix, AZ 85009",(602) 278-9155,info@gwwd.com,http://gwwd.com,,,1971,,,,,
Dumpster,"Sun City,AZ",50,Waste Management - Lone Cactus Landfill,"Trash Containers & Dumpsters, Garbage Collection, Waste Recycling & Disposal Service & Equipment",https://www.yellowpages.com/phoenix-az/mip/waste-management-lone-cactus-landfill-502415523?lid=1001907655844,"21402 N 7th St, Phoenix, AZ 85024",(844) 218-3484,wmcares@wm.com,http://api.citygridmedia.com/content/places/v2/click?q=urVBa6moXC5S9VPyC16BYBn_NxLXMVobS_8vbcyI69_gxb4CfBJy9OKohTker_VRQUs_rkabzY8Aw-E7wg8PzxGIRE6Qeb1zffG2kRjt9wW32cq9uCECkL8wpv5bmgpn6rPTt8dCGVlWCo34OWYj9PSOQ8Ev9DSom2YCw9NBY5E7Fd7Jk3EGEMAbPIpiK8h3dZU3LFFKuhoJzhxP6H7B6NC7siJZRmJTqgDcDFhn7V6fS1TsEF_uqEI2Q5mvrdqqHHf8Sb1Oaehbxua3gCMdCRaWgZ2pAAVe4rQP5J55TPR3xcfAfvZ2DYvC7UmTnXXj95njEzq0zIzsircoWNCmWoXpIuG97Lz7qjCBDe9N9ZfTSJtvuU-aFjdNzqligDAgINWqAgNwdc14-19lRZ2YEUUcN1m-S9NBdbhkydIh5lGIroUvJeKIaQz8DUsmjhjNEeac8q5y-INop5YF1LHZHEJ8rnIkZpDNrkP9zYEEr7Bs7ncWUbbyUw&reference_id=0&publisher=yellowpages&placement=ypwebsitesrpr&action_target=listing_website,,,,,,,,
Dumpster,"Sun City,AZ",51,Curbside Recycling and Disposal,"Trash Containers & Dumpsters, Garbage Collection",https://www.yellowpages.com/phoenix-az/mip/curbside-recycling-and-disposal-466072831,"1641 N 25th Dr, Phoenix, AZ 85009",(602) 225-0020,pderueda@curbsideaz.com,http://www.curbsideaz.com,,,1995,,,,,
Dumpster,"Sun City,AZ",52,Team Clean and Haul Corporation,Trash Containers & Dumpsters,https://www.yellowpages.com/phoenix-az/mip/team-clean-and-haul-corporation-503526668,"1223 S 3rd St, Phoenix, AZ 85004",(602) 943-1221,gmatthewhoward@aol.com,http://www.teamcleanandhaul.com,,,2005,,,,,
Dumpster,"Sun City,AZ",53,Phoenix Roll Offs,Trash Containers & Dumpsters,https://www.yellowpages.com/phoenix-az/mip/phoenix-roll-offs-550461850,"16601 N. 31st. ST, Phoenix, AZ 85032",(602) 900-0900,jack@phoenixrolloffs.com,https://www.phoenixrolloffs.com,,,2019,,,,,
Dumpster,"Sun City,AZ",54,Planet Recycling Dumpster Rental - Phoenix,"Trash Containers & Dumpsters, Garbage Collection, Recycling Centers",https://www.yellowpages.com/phoenix-az/mip/planet-recycling-dumpster-rental-phoenix-461101850,"1600 S Central Ave, Phoenix, AZ 85004",(602) 258-5600,lynn@loanware.com,http://www.planetrecyclingphoenix.com,,,1999,,,,,
Dumpster,"Sun City,AZ",55,Trash Daddy Dumpster Rentals of Phoenix,"Trash Containers & Dumpsters, Dumpster Rental, Garbage Collection",https://www.yellowpages.com/phoenix-az/mip/trash-daddy-dumpster-rentals-of-phoenix-561210137,"1 North 1st Street, Suite 6135, Phoenix, AZ 85004",(480) 573-9993,,https://trashdaddydumpsters.com/dumpster-rentals-arizona,,,2020,,,,,
Dumpster,"Sun City,AZ",56,2 Junk It,"Trash Containers & Dumpsters, Junk Dealers, Trash Hauling",https://www.yellowpages.com/phoenix-az/mip/2-junk-it-512360756,"1227 S 3rd St, Phoenix, AZ 85004",(602) 558-7274,,http://www.citysearch.com/profile/638319014/phoenix_az/2_junk_it.html,,,,,,,,
Dumpster,"Sun City,AZ",57,Bad Dog hauling trash removal services,"Asbestos Detection & Removal Services, Trash Hauling, Medical Waste Clean-Up",https://www.yellowpages.com/phoenix-az/mip/bad-dog-hauling-trash-removal-services-530183636,"9820 N 14th St, Phoenix, AZ 85020",(480) 217-8531,,,5,2,2015,,,,,
Dumpster,"Sun City,AZ",58,College Hunks Hauling Junk and Moving,"Moving Services-Labor & Materials, Waste Recycling & Disposal Service & Equipment, Trash Hauling",https://www.yellowpages.com/phoenix-az/mip/college-hunks-hauling-junk-and-moving-523817509,"2942 N 24th St Ste 114-761, Phoenix, AZ 85016",(602) 753-0143,stressfreeservice@collegehunkshaulingjunk.com,https://collegehunkshaulingjunk.com/locations/az/phoenix,,,,,,,,
Dumpster,"Sun City,AZ",59,Trash Men,"Rubbish & Garbage Removal & Containers, Garbage Collection, Rubbish Removal",https://www.yellowpages.com/laveen-az/mip/trash-men-14375509,"6610 S 67th Dr, Laveen, AZ 85339",(602) 237-8888,,,,,2010,,,,,
Dumpster,"Sun City,AZ",60,Terry's Hauling & Removal Service,"Rubbish Removal, Trash Hauling, Movers",https://www.yellowpages.com/phoenix-az/mip/terrys-hauling-removal-service-496504820,"1232 E Kaler Dr, Phoenix, AZ 85020",(602) 419-1130,,,,,,,,,,
Dumpster,"Sun City,AZ",61,Trash Men,"Rubbish & Garbage Removal & Containers, Garbage Collection, Rubbish Removal",https://www.yellowpages.com/laveen-az/mip/trash-men-14375509,"6610 S 67th Dr, Laveen, AZ 85339",(602) 237-8888,,,,,2010,,,,,
Dumpster,"Sun City,AZ",62,Terry's Hauling & Removal Service,"Rubbish Removal, Trash Hauling, Movers",https://www.yellowpages.com/phoenix-az/mip/terrys-hauling-removal-service-496504820,"1232 E Kaler Dr, Phoenix, AZ 85020",(602) 419-1130,,,,,,,,,,
Dumpster,"Sun City,AZ",63,The Junk Guys,"Rubbish & Garbage Removal & Containers, Garbage Collection, Rubbish Removal",https://www.yellowpages.com/phoenix-az/mip/the-junk-guys-488913980,"2740 E Quiet Hollow Ln, Phoenix, AZ 85024",(602) 788-5865,,http://www.thejunkguys.com,,,,,,,,
Dumpster,"Sun City,AZ",64,Looney Boxes,Waste Containers,https://www.yellowpages.com/tolleson-az/mip/looney-boxes-8381760,"4817 S Avondale Blvd, Tolleson, AZ 85353",(623) 474-2747,jflores@looneyboxes.com,,,,2008,,,,,
Dumpster,"Sun City,AZ",65,Sun West Container Co,"Bottles-Wholesale & Manufacturers, Barrels & Drums, Waste Containers",https://www.yellowpages.com/phoenix-az/mip/sun-west-container-co-461978949,"4101 W Washington St, Phoenix, AZ 85009",(602) 353-9060,right@sunwestcontainer.com,http://www.sunwestcontainer.com,,,1990,,,,,
Dumpster,"Sun City,AZ",66,AZ Containers,Waste Containers,https://www.yellowpages.com/phoenix-az/mip/az-containers-528750217,"1835 S 19th Ave, Phoenix, AZ 85009",(602) 723-9608,,http://www.azcontainers.com,,,2005,,,,,
Dumpster,"Sun City,AZ",67,Waste Management,"Recycling Centers, Rubbish & Garbage Removal & Containers",https://www.yellowpages.com/surprise-az/mip/waste-management-573012990,"19401 W Deer Valley Rd, Surprise, AZ 85387",(623) 237-9802,,http://www.wm.com,,,1999,,,,,
Dumpster,"Sun City,AZ",68,United States Bin Service of Goodyear,"Garbage Collection, Rubbish & Garbage Removal & Containers",https://www.yellowpages.com/goodyear-az/mip/united-states-bin-service-of-goodyear-570446733,"18335 W McDowell Rd, Goodyear, AZ 85395",(855) 219-6939,,http://unitedstatesbinservice.com,,,,,,,,
Dumpster,"Sun City,AZ",69,United States Bin Service of Avondale,"Garbage Collection, Rubbish & Garbage Removal & Containers",https://www.yellowpages.com/avondale-az/mip/united-states-bin-service-of-avondale-570432733,"13333 W Southern Ave, Avondale, AZ 85323",(855) 219-6939,,http://unitedstatesbinservice.com,,,,,,,,
Dumpster,"Sun City,AZ",70,United States Bin Service of Phoenix,"Garbage Collection, Rubbish & Garbage Removal & Containers",https://www.yellowpages.com/phoenix-az/mip/united-states-bin-service-of-phoenix-570430998,"1804 N 27th Ave, Phoenix, AZ 85009",(855) 219-6939,,http://unitedstatesbinservice.com,,,,,,,,
Dumpster,"Sun City,AZ",71,Phoenix Public Works Department,"Rubbish Removal, City, Village & Township Government",https://www.yellowpages.com/phoenix-az/mip/phoenix-public-works-department-545420114,"200 W Washington St, Phoenix, AZ 85003",(602) 262-7251,socialmedia.pio@phoenix.gov,https://www.phoenix.gov/cityclerk/services/licensing/contactus,,,2000,,,,,
Dumpster,"Sun City,AZ",72,No Waste Grindings,Rubbish & Garbage Removal & Containers,https://www.yellowpages.com/phoenix-az/mip/no-waste-grindings-516550951,"2802 S 15th Ave, Phoenix, AZ 85007",(623) 824-9972,sales@nowastegrindings.com,http://www.nowastegrindings.com,,,2009,,,,,
Dumpster,"Sun City,AZ",73,Viera Waste and Recycling,"Recycling Centers, Rubbish Removal",https://www.yellowpages.com/phoenix-az/mip/viera-waste-and-recycling-545477941,"2802 S 15th Ave, Phoenix, AZ 85007",(602) 687-8723,,,,,,,,,,
Dumpster,"Sun City,AZ",74,Mister Trash,"Rubbish Removal, Trash Hauling, Garbage Collection",https://www.yellowpages.com/phoenix-az/mip/mister-trash-531562310,"4242 E Cactus Rd, Phoenix, AZ 85032",(480) 999-5277,,http://mistertrash.org/phoenixaz,,,,,,,,
Dumpster,"Sun City,AZ",75,Acme Waste Systems Inc,Rubbish Removal,https://www.yellowpages.com/phoenix-az/mip/acme-waste-systems-inc-347744,"1500 S 7th St, Phoenix, AZ 85034",(480) 556-9507,,,,,,,,,,
Dumpster,"Sun City,AZ",76,Fabian's Removal & Hauling Services,"Rubbish Removal, Trash Hauling",https://www.yellowpages.com/phoenix-az/mip/fabians-removal-hauling-services-495495064,"4608 s 5th st, Phoenix, AZ 85040",(480) 809-7431,fabianmendoza72@gmail.com,,,,2013,,,,,
Dumpster,"Lake Havasu City,AZ",1,Area 51 Dumpsters,"Trash Containers & Dumpsters, Trash Hauling, Waste Containers",https://www.yellowpages.com/lake-havasu-city-az/mip/area-51-dumpsters-553638876,"1989 Mesquite Ave, Lake Havasu City, AZ 86403",(928) 706-1007,eli@area51dumpsters.com,https://www.area51dumpsters.com/lake-havasu-city,,,,,,,,
Dumpster,"Lake Havasu City,AZ",2,Dynamite Dumpsters,"Trash Containers & Dumpsters, Portable Toilets, Waste Containers",https://www.yellowpages.com/lake-havasu-city-az/mip/dynamite-dumpsters-550519359,"3231 Daytona Ave, Lake Havasu City, AZ 86403",(928) 412-8448,tnesbit@dynamitedumpsters.com,https://dynamitedumpsters.com/lake-havasu-city,,,,,,,,
Dumpster,"Lake Havasu City,AZ",3,D&M Hauling,"Foreclosure Services, Garbage Collection, Rubbish Removal",https://www.yellowpages.com/lake-havasu-city-az/mip/d-m-hauling-457900405,"Po Box 1320, Lake Havasu City, AZ 86405",(928) 208-0642,,http://dmhauling.net,,,2010,,,,,
Dumpster,"Lake Havasu City,AZ",4,ASAP Site Services,"Trash Containers & Dumpsters, Garbage & Rubbish Removal Contractors Equipment, Contractors Equipment & Supplies",https://www.yellowpages.com/nationwide/mip/asap-site-services-545537718?lid=1002059523892,"3480 Jackson St, Oshkosh, WI 54901",(800) 289-5496,sales@asapsiteservices.com,https://www.arwoodwaste.com/,3.5,12,2000,,,,,
Dumpster,"Lake Havasu City,AZ",5,Cobblestone Container Services,"Trash Containers & Dumpsters, Garbage & Rubbish Removal Contractors Equipment, Contractors Equipment & Supplies",https://www.yellowpages.com/nationwide/mip/cobblestone-container-services-455254399?lid=1001856505014,,(888) 265-9484,,http://cobblestonecontainers.com,4.5,7,2010,,,,,
Dumpster,"Lake Havasu City,AZ",6,WM,"Trash Containers & Dumpsters, Contractors Equipment & Supplies, Garbage Disposal Equipment Industrial & Commercial",https://www.yellowpages.com/nationwide/mip/wm-458937415?lid=1002004319640,,(855) 200-8118,wmcares@wm.com,https://www.wm.com/us/en/cpn/nyp-wm-services?cmp=AF-YP-National-ALL&utm_source=yp&utm_medium=sponsor_pll,,,,,,,,
Dumpster,"Lake Havasu City,AZ",7,Landscapes Quick Cleaning & Junk Hauling,"Trash Containers & Dumpsters, Barricades, Rental Service Stores & Yards",https://www.yellowpages.com/nationwide/mip/landscapes-quick-cleaning-junk-hauling-505219555?lid=1000837798045,,(888) 489-0482,sales@togetherwaste.com,https://www.arwoodwaste.com/,4,7,1984,,,,,
Dumpster,"Lake Havasu City,AZ",8,WM,"Trash Containers & Dumpsters, Rubbish & Garbage Removal & Containers, Trash Hauling",https://www.yellowpages.com/nationwide/mip/wm-537798034?lid=1002153399612,,(855) 201-2477,,https://www.wm.com/us/en/cpn/nyp-wm-services?cmp=AF-YP-National-ALL&utm_source=yp&utm_medium=sponsor_platinum_listing,1.5,11,,,,,,
Dumpster,"Lake Havasu City,AZ",9,WM,Rubbish & Garbage Removal & Containers,https://www.yellowpages.com/nationwide/mip/wm-571590058?lid=1002145676573,,(855) 200-3961,,,,,,,,,,
Dumpster,"Lake Havasu City,AZ",10,Local Dumpster Rental,"Trash Containers & Dumpsters, Garbage Collection, Rubbish & Garbage Removal & Containers",https://www.yellowpages.com/nationwide/mip/local-dumpster-rental-495334342?lid=1002062644145,,(844) 786-5587,info@ldrsiteservices.com,http://www.ldrsiteservices.com/dumpsters,3.5,13,2009,,,,,
Dumpster,"Lake Havasu City,AZ",11,Local Dumpster Rentals,Dumpster Rental,https://www.yellowpages.com/nationwide/mip/local-dumpster-rentals-505381713?lid=1002116249438,"6100 Lake Forrest Dr, Atlanta, GA 30328",(844) 605-6554,info@ldrsiteservices.com,https://ldrsiteservices.com/services/dumpster-rental,,,2009,,,,,
Dumpster,"Lake Havasu City,AZ",12,24/7 Emergency Dumpsters,"Trash Containers & Dumpsters, Contractors Equipment & Supplies, Garbage & Rubbish Removal Contractors Equipment",https://www.yellowpages.com/nationwide/mip/24-7-emergency-dumpsters-21081939?lid=1001616737040,,(888) 292-1064,katie@wastecostsolutions.com,http://www.dumpstersrus.org,4,25,2003,,,,,
Dumpster,"Lake Havasu City,AZ",13,Waste Cost Solutions,"Trash Containers & Dumpsters, Garbage & Rubbish Removal Contractors Equipment, Contractors Equipment & Supplies",https://www.yellowpages.com/nationwide/mip/waste-cost-solutions-467171819?lid=1000082998732,"16711 Parkside Ave, Cerritos, CA 90703",(561) 417-0415,katie@wastecostsolutions.com,http://www.wastecostsolutions.com,,,2003,,,,,
Dumpster,"Lake Havasu City,AZ",14,Countrywide Disposal,"Dumpster Rental, Portable Toilets",https://www.yellowpages.com/nationwide/mip/countrywide-disposal-573302977?lid=1002155711427,,(844) 815-8773,team@countrywidedisposal.com,https://countrywidedisposal.com,,,,,,,,
